ID,predicted_rating
0,7.739457967894108
1,7.838414033414778
2,6.471079173743148
3,8.38358187623719
4,7.249117815217798
5,8.161669604955017
6,7.604666056958993
7,9.124854108478752
8,7.9624622697353
9,7.278999810360745
10,7.173793726982808
11,8.507988048566503
12,7.960315379879482
13,9.228448763329617
14,6.898983409102138
15,6.611000179628718
16,9.742831816200168
17,7.405088507737212
18,7.2385966956596555
19,6.908093955724885
20,7.605405779381735
21,7.487513800316596
22,8.390494176650673
23,7.74999733295234
24,4.799392325730418
25,8.917346462903415
26,6.90845704156168
27,5.348695037614259
28,7.604666056958993
29,7.86256669447684
30,8.11763454279192
31,7.7380073273225385
32,8.153367363545447
33,5.245022117684715
34,8.484250629886507
35,7.875389088809012
36,7.522417221916196
37,7.937549232113884
38,9.367426579551667
39,7.358143998100254
40,7.643267475080157
41,7.43839516397891
42,7.220389789139321
43,6.898983409102138
44,7.738451753910634
45,7.8731566135169055
46,8.0266937195192
47,6.956696330877546
48,7.604666056958993
49,7.069834580315299
50,7.204445235355617
51,8.957532425257888
52,8.413168556343946
53,7.7147611177057
54,7.822125228349771
55,6.240258445755124
56,8.438367606424972
57,8.056749079484524
58,7.775990813971587
59,6.751035893564581
60,5.140207984424945
61,8.503560202353341
62,7.9093546699952455
63,7.760017878938115
64,7.538345414780256
65,7.972108268297539
66,5.793907053977602
67,6.598586727817728
68,7.716321245851231
69,8.944633575147295
70,7.7906418003452576
71,8.279464327314198
72,8.55611762592983
73,7.446435137688683
74,8.051392516347795
75,8.513997003737542
76,7.209250141390465
77,8.226614646713035
78,6.419935986338728
79,8.18016890096826
80,8.656479404153947
81,7.527170049900123
82,9.382260344037311
83,6.458462060178137
84,7.823210865094299
85,8.679679335187146
86,6.632301862578186
87,7.604666056958993
88,8.664503004508818
89,7.81839333700741
90,4.492747085198431
91,6.520501060956487
92,8.561657285004294
93,6.730706687544708
94,8.823024196873035
95,6.898983409102138
96,7.5699209512580685
97,9.349291622072565
98,7.201150458682594
99,7.942680025410473
100,7.6127378629264015
101,9.47081720362795
102,8.085773859665958
103,7.737026655652697
104,7.569580740063686
105,7.639102681174498
106,7.313927786628984
107,7.589403690196856
108,6.898983409102138
109,8.363098124030218
110,8.064160990863519
111,7.474218087191052
112,6.872182986116084
113,7.514703522700649
114,8.557698455043953
115,8.812153387079842
116,7.100112646388325
117,8.434518577719132
118,7.511730954337689
119,7.621918756526879
120,7.22621956409941
121,7.5956267387548735
122,7.047737868399124
123,7.953488766435264
124,6.759701237441949
125,7.613453550026619
126,7.071844731853595
127,8.00092520673998
128,5.73433127895828
129,7.603304060179811
130,7.9624622697353
131,7.83406345731066
132,7.057355319964932
133,6.552399049518165
134,8.225350477946195
135,8.049343958145473
136,7.679125567871887
137,8.815572920954386
138,7.78415792510185
139,6.477754844541616
140,7.829886178378707
141,7.7786472059601826
142,9.00419992245065
143,7.440035149707215
144,6.898983409102138
145,7.803528743919563
146,8.436804966137117
147,9.047054874202999
148,8.199364860138692
149,7.9624622697353
150,6.893450924602185
151,9.00419992245065
152,7.177483758576434
153,6.898983409102138
154,7.43284248766648
155,8.369307724588538
156,8.221688080036975
157,7.4084960846245655
158,9.468831901668537
159,7.463331721930757
160,7.380937135819336
161,8.90787883699845
162,6.670153211976124
163,7.604666056958993
164,7.622328810911838
165,7.986827422551777
166,7.601459287068894
167,8.246127272333924
168,8.61256003917723
169,6.353629657184097
170,7.003358003175916
171,8.507464976571784
172,8.141637542288253
173,8.90787883699845
174,7.683384370476317
175,8.154240708581616
176,8.635392668722059
177,8.786054878044594
178,8.422383761360212
179,8.154292266037029
180,5.655879342023681
181,8.526527862830175
182,7.560699780689723
183,8.345038378095927
184,7.237569622344592
185,7.738605421607436
186,7.339331604079055
187,8.437266931203924
188,7.177743411838494
189,8.119593456995478
190,7.1620487616403885
191,7.118972346921214
192,8.086608824966303
193,9.316227464175094
194,7.432880534326864
195,7.633605890109812
196,8.07216714939266
197,8.284313752319939
198,5.145710602054355
199,7.598925733678758
200,6.946733350156965
201,7.009639615028231
202,9.33194227214137
203,8.90787883699845
204,6.0812304019066215
205,5.873845716818237
206,7.781439914109285
207,7.37185336030711
208,7.985729051808167
209,8.04138384900435
210,7.604666056958993
211,5.140207984424945
212,7.634485555768611
213,7.821813201661413
214,6.128770000452988
215,7.604666056958993
216,7.084223963497076
217,8.076480939725226
218,7.812395463358677
219,7.964831010796559
220,7.765394820252458
221,8.085069183047418
222,7.003031485095634
223,8.195480711781341
224,7.963165792863667
225,7.703743904083949
226,7.684549597142062
227,7.810590600732631
228,7.638655832595246
229,8.37871380669062
230,9.0390373332241
231,6.3543325348618165
232,7.498198326233387
233,7.6735157668720095
234,6.6658312281136
235,8.011852729659426
236,7.279429534723367
237,6.818766137039689
238,7.714290212169831
239,7.032498693662165
240,8.90787883699845
241,8.24447590969833
242,6.087228553053431
243,9.041639629023827
244,7.780494266126802
245,6.759701237441949
246,8.19746098714938
247,7.213057578372825
248,7.84659502852814
249,7.624785912272517
250,7.6201161693730635
251,8.177558692672555
252,6.898983409102138
253,7.1127939784737
254,7.811564968346357
255,6.344040519619935
256,7.79713011039218
257,9.316227464175094
258,7.718894017958783
259,7.352317540337663
260,7.665414931120858
261,8.172007389168325
262,8.071473882190022
263,8.106287012918356
264,7.64713794168158
265,5.140207984424945
266,6.922134476981267
267,7.36288966275228
268,8.199556567191348
269,7.210624479044381
270,7.881305827350796
